
============================================================
  DEVICE: SW02-PoE-48P-HALA-2  [10.0.100.12]  vendor: cisco
============================================================

Timestamp : 2026-05-15 12:24:00


------------------------------------------------------------
  CMD: show log
------------------------------------------------------------

Syslog logging: enabled (0 messages dropped, 0 messages rate-limited, 0 flushes, 0 overruns, xml disabled, filtering disabled)

No Active Message Discriminator.



No Inactive Message Discriminator.


    Console logging: level informational, 15141 messages logged, xml disabled,
                     filtering disabled
    Monitor logging: level debugging, 0 messages logged, xml disabled,
                     filtering disabled
    Buffer logging:  level debugging, 15198 messages logged, xml disabled,
                     filtering disabled
    Exception Logging: size (4096 bytes)
    Count and timestamp logging messages: disabled
    File logging: disabled
    Persistent logging: disabled

No active filter modules.

    Trap logging: level informational, 15145 message lines logged
Jan 29 20:57:31.767: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 29 20:57:35.967: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 29 20:57:36.968: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 29 20:58:47.017: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 29 20:58:48.018: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 29 20:59:02.332: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 29 20:59:03.344: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 29 21:15:36.380: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to down
Jan 29 21:15:37.381: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to down
Jan 29 21:15:47.768: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to up
Jan 29 21:15:48.769: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to up
Jan 30 00:30:37.299: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Jan 30 00:30:38.296: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Jan 30 00:31:22.631: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 30 00:31:23.633: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 30 03:48:02.179: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Jan 30 03:48:03.186: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Jan 30 03:48:36.962: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 30 03:48:37.964: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 30 04:05:06.304: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 30 04:05:07.310: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Jan 30 04:05:09.712: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Jan 30 04:05:10.713: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 30 04:08:01.283: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 30 04:08:03.285: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 30 04:56:13.277: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 30 04:56:14.279: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Jan 30 04:56:16.722: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Jan 30 04:56:17.729: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 30 05:10:38.657: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 30 05:10:40.681: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 30 05:44:46.867: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 30 05:44:47.868: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Jan 30 05:44:50.327: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Jan 30 05:44:51.328: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 30 05:48:16.932: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 05:48:17.939: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 05:48:20.424: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 05:48:21.425: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 05:48:28.913: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 05:48:29.919: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 05:48:32.546: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 05:48:33.547: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:00:38.276: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:00:39.277: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:00:42.884: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:00:43.886: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:00:47.000: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:00:48.002: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:00:52.736: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:00:53.738: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:00:56.732: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:00:57.733: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:01:03.532: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:01:04.533: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:01:07.569: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:01:08.576: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:09.310: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:11.323: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:13.043: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:15.051: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:20.504: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:21.505: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:24.410: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:25.411: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:30.324: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:31.331: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:34.346: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:35.347: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:41.901: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:42.902: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 06:03:45.839: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:03:46.840: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 30 06:04:30.615: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:04:32.424: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:04:37.337: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 06:04:38.343: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 30 06:04:41.589: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:04:42.590: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:04:54.408: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 06:04:55.420: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 30 06:05:03.683: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:05:04.690: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:05:19.402: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 06:05:20.398: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 30 06:05:23.392: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:05:24.394: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 06:14:35.584: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 06:14:36.586: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 06:14:47.308: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 30 06:14:48.315: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 30 06:14:49.432: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 06:14:50.433: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 06:14:53.348: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 30 06:14:54.355: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 30 06:15:01.313: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 06:15:02.319: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 06:15:04.736: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 30 06:15:05.738: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 30 06:35:09.094: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:35:10.090: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:35:12.691: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:35:13.692: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:35:21.305: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:35:22.312: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:35:25.007: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:35:26.009: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:36:06.438: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:36:07.440: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:36:10.281: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:36:11.283: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:36:18.906: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:36:19.903: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 06:36:22.414: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 06:36:23.416: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 09:09:36.113: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Jan 30 09:09:37.115: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Jan 30 09:10:02.963: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 30 09:10:03.970: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 30 09:30:46.427: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 09:30:47.428: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 12:14:49.279: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Jan 30 12:14:50.952: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Jan 30 12:14:55.901: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Jan 30 12:14:56.908: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Jan 30 12:15:04.846: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Jan 30 12:15:05.848: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Jan 30 12:35:30.524: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 12:35:32.527: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 12:39:07.679: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 30 12:39:08.680: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 30 12:39:10.332: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 12:39:11.339: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 12:39:14.348: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 30 12:39:15.355: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 30 12:39:26.287: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 12:39:27.288: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 12:39:29.705: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 30 12:39:30.707: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 30 12:41:41.198: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 30 12:41:42.199: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 30 14:16:03.979: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 14:16:08.797: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 14:16:14.460: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 14:16:15.461: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 30 14:16:18.513: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 30 14:16:19.514: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 30 19:27:53.647: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 19:27:55.655: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 30 21:02:38.351: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Jan 30 21:02:39.358: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Jan 30 21:03:05.306: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 30 21:03:06.313: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 30 21:03:15.226: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 30 21:03:16.233: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 30 21:03:28.670: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 30 21:03:30.672: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 30 21:03:36.256: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 30 21:03:37.258: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 30 21:03:39.549: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 30 21:03:40.556: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 31 04:12:46.154: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:12:47.381: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:12:52.252: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 31 04:12:53.248: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 31 04:12:56.179: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:12:57.180: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:13:08.888: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 31 04:13:09.895: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 31 04:13:16.548: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:13:17.550: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:13:34.412: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 31 04:13:35.424: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 31 04:13:38.260: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 31 04:13:39.261: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 31 05:37:36.403: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:37:37.404: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:37:39.244: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 31 05:37:40.251: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 31 05:37:40.922: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:37:41.924: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:37:44.823: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:37:45.825: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:37:49.699: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:37:50.706: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:37:53.616: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:37:54.617: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:38:00.935: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:38:01.942: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:38:04.988: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:38:05.990: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:41:10.542: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:41:12.545: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:41:14.595: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:41:15.596: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:41:18.601: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:41:19.607: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 31 05:41:24.882: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 31 05:41:25.889: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
